marca,modelo,fecha,concesionario
Fiat,Fitito,29/5/2016,2
Ford,Mondeo,13/6/2019,7
Ford,Ka,19/11/2017,4
Ford,Fiesta,16/5/2015,6
Chevrolet,Meriva,11/6/2017,1
Chevrolet,Corsa,1/12/2019,6
Chevrolet,Corvette,31/7/2015,2
Volkswagen,Gol,1/4/2017,1
Ferrari,Testarosa,13/7/2016,3
Fiat,Duna,30/6/2016,2
Fiat,Spazio,14/9/2015,3
Fiat,Fitito,27/11/2019,1
Ford,Mondeo,12/3/2019,2
Ford,Ka,16/9/2017,5
Ford,Fiesta,30/4/2015,1
Chevrolet,Meriva,20/11/2018,2
Chevrolet,Corsa,30/12/2016,2
Chevrolet,Corvette,9/5/2017,1
Volkswagen,Gol,9/10/2016,1
Ferrari,Testarosa,19/7/2019,2
Fiat,Duna,25/6/2019,6
Fiat,Spazio,8/1/2015,7
Fiat,Fitito,25/7/2019,4
Ford,Mondeo,24/8/2017,1
Ford,Ka,28/1/2016,6
Ford,Fiesta,12/2/2019,7
Chevrolet,Meriva,27/9/2018,5
Chevrolet,Corsa,26/10/2016,2
Chevrolet,Corvette,30/3/2017,4
Volkswagen,Gol,12/12/2017,7
Ferrari,Testarosa,14/2/2015,7
Fiat,Duna,12/1/2017,7
Fiat,Spazio,26/5/2016,5
Fiat,Fitito,16/7/2016,1
Ford,Mondeo,5/4/2019,7
Ford,Ka,26/1/2016,3
Ford,Fiesta,19/10/2015,6
Chevrolet,Meriva,14/3/2015,5
Chevrolet,Corsa,9/11/2015,1
Chevrolet,Corvette,15/8/2018,1
Volkswagen,Gol,11/1/2015,1
Ferrari,Testarosa,23/12/2019,4
Fiat,Duna,13/8/2017,5
Fiat,Spazio,26/1/2019,1
Fiat,Fitito,6/1/2016,5
Ford,Mondeo,18/6/2019,1
Ford,Ka,19/8/2017,6
Ford,Fiesta,16/3/2019,4
Chevrolet,Meriva,17/8/2015,1
Chevrolet,Corsa,23/7/2019,5
Chevrolet,Corvette,4/5/2019,5
Volkswagen,Gol,16/2/2018,6
Ferrari,Testarosa,24/7/2018,1
Fiat,Duna,13/7/2017,6
Fiat,Spazio,3/3/2018,6
Fiat,Fitito,30/12/2015,1
Ford,Mondeo,24/9/2016,6
Ford,Ka,9/2/2017,7
Ford,Fiesta,22/6/2017,7
Chevrolet,Meriva,12/9/2015,2
Chevrolet,Corsa,1/1/2015,3
Chevrolet,Corvette,29/10/2019,5
Volkswagen,Gol,19/1/2016,6
Ferrari,Testarosa,3/12/2018,4
Fiat,Duna,3/6/2016,2
Fiat,Spazio,15/7/2015,5
Fiat,Fitito,5/5/2016,2
Ford,Mondeo,19/1/2018,1
Ford,Ka,1/3/2017,3
Ford,Fiesta,22/1/2015,3
Chevrolet,Meriva,11/6/2016,1
Chevrolet,Corsa,7/1/2018,2
Chevrolet,Corvette,31/5/2019,1
Volkswagen,Gol,14/5/2017,2
Ferrari,Testarosa,19/11/2018,5
Fiat,Duna,12/1/2018,5
Fiat,Spazio,8/12/2019,5
Fiat,Fitito,18/1/2015,2
Ford,Mondeo,20/2/2015,7
Ford,Ka,11/4/2017,3
Ford,Fiesta,9/8/2018,5
Chevrolet,Meriva,22/3/2018,1
Chevrolet,Corsa,3/8/2017,5
Chevrolet,Corvette,7/12/2015,2
Volkswagen,Gol,8/6/2018,7
Ferrari,Testarosa,1/3/2017,3
Fiat,Duna,28/6/2015,1
Fiat,Spazio,31/7/2015,1
Fiat,Fitito,23/6/2015,2
Ford,Mondeo,28/5/2016,5
Ford,Ka,8/12/2018,7
Ford,Fiesta,26/8/2017,5
Chevrolet,Meriva,2/7/2016,1
Chevrolet,Corsa,19/7/2019,4
Chevrolet,Corvette,17/12/2018,7
Volkswagen,Gol,4/11/2018,2
Ferrari,Testarosa,5/1/2019,7
Fiat,Duna,17/10/2018,3
Fiat,Spazio,23/8/2019,5
Fiat,Fitito,11/7/2016,2
Ford,Mondeo,24/6/2018,7
Ford,Ka,7/9/2016,6
Ford,Fiesta,10/10/2015,7
Chevrolet,Meriva,9/1/2016,4
Chevrolet,Corsa,11/12/2016,2
Chevrolet,Corvette,3/10/2019,3
Volkswagen,Gol,16/8/2018,6
Ferrari,Testarosa,9/2/2018,5
Fiat,Duna,2/2/2016,2
Fiat,Spazio,11/6/2018,2
Fiat,Fitito,24/1/2017,4
Ford,Mondeo,11/10/2017,4
Ford,Ka,20/2/2019,1
Ford,Fiesta,30/8/2018,1
Chevrolet,Meriva,22/7/2016,7
Chevrolet,Corsa,27/1/2019,6
Chevrolet,Corvette,31/12/2015,4
Volkswagen,Gol,27/5/2016,6
Ferrari,Testarosa,7/2/2017,4
Fiat,Duna,20/6/2015,2
Fiat,Spazio,1/12/2019,6
Fiat,Fitito,9/6/2019,7
Ford,Mondeo,5/8/2015,1
Ford,Ka,27/8/2018,3
Ford,Fiesta,14/3/2018,5
Chevrolet,Meriva,7/6/2015,4
Chevrolet,Corsa,14/4/2015,4
Chevrolet,Corvette,21/2/2017,2
Volkswagen,Gol,21/7/2017,1
Ferrari,Testarosa,12/4/2016,6
Fiat,Duna,26/2/2015,4
Fiat,Spazio,25/12/2019,1
Fiat,Fitito,3/1/2017,6
Ford,Mondeo,13/10/2018,1
Ford,Ka,1/4/2019,2
Ford,Fiesta,12/11/2015,7
Chevrolet,Meriva,7/9/2016,6
Chevrolet,Corsa,8/9/2016,6
Chevrolet,Corvette,16/9/2018,1
Volkswagen,Gol,12/2/2017,1
Ferrari,Testarosa,13/10/2018,6
Fiat,Duna,5/6/2015,1
Fiat,Spazio,10/7/2015,4
Fiat,Fitito,28/8/2017,6
Ford,Mondeo,21/2/2019,6
Ford,Ka,11/5/2016,7
Ford,Fiesta,28/1/2019,1
Chevrolet,Meriva,16/12/2016,7
Chevrolet,Corsa,11/5/2018,2
Chevrolet,Corvette,13/6/2019,2
Volkswagen,Gol,24/2/2015,2
Ferrari,Testarosa,27/3/2017,6
Fiat,Duna,2/9/2019,2
Fiat,Spazio,15/8/2019,7
Fiat,Fitito,6/4/2019,5
Ford,Mondeo,17/12/2015,1
Ford,Ka,2/6/2017,2
Ford,Fiesta,27/1/2016,4
Chevrolet,Meriva,25/5/2019,5
Chevrolet,Corsa,28/3/2015,4
Chevrolet,Corvette,2/4/2015,4
Volkswagen,Gol,20/2/2019,4
Ferrari,Testarosa,25/8/2016,6
Fiat,Duna,27/2/2018,5
Fiat,Spazio,13/3/2019,2
Fiat,Fitito,25/3/2018,5
Ford,Mondeo,27/10/2017,5
Ford,Ka,3/11/2017,6
Ford,Fiesta,28/12/2016,1
Chevrolet,Meriva,21/1/2016,4
Chevrolet,Corsa,25/9/2019,1
Chevrolet,Corvette,5/3/2019,2
Volkswagen,Gol,29/6/2016,6
Ferrari,Testarosa,23/8/2018,4
Fiat,Duna,30/4/2015,6
Fiat,Spazio,9/3/2015,6
Fiat,Fitito,5/1/2019,5
Ford,Mondeo,2/3/2017,1
Ford,Ka,31/1/2017,1
Ford,Fiesta,24/9/2017,5
Chevrolet,Meriva,25/3/2019,6
Chevrolet,Corsa,29/3/2016,7
Chevrolet,Corvette,15/1/2019,4
Volkswagen,Gol,7/11/2017,1
Ferrari,Testarosa,31/1/2017,5
Fiat,Duna,30/6/2018,4
Fiat,Spazio,1/5/2018,4
Fiat,Fitito,20/9/2015,2
Ford,Mondeo,22/7/2019,2
Ford,Ka,18/1/2017,1
Ford,Fiesta,8/12/2017,3
Chevrolet,Meriva,18/3/2016,3
Chevrolet,Corsa,11/2/2017,1
Chevrolet,Corvette,22/8/2018,4
Volkswagen,Gol,2/8/2015,5
Ferrari,Testarosa,17/4/2018,5
Fiat,Duna,13/6/2015,6
Fiat,Spazio,31/3/2018,4
Fiat,Fitito,20/7/2018,5
Ford,Mondeo,2/6/2017,2
Ford,Ka,2/10/2018,5
Ford,Fiesta,5/6/2018,1
Chevrolet,Meriva,22/7/2015,2
Chevrolet,Corsa,16/5/2019,5
Chevrolet,Corvette,30/4/2017,2
Volkswagen,Gol,5/2/2018,4
Ferrari,Testarosa,5/1/2016,5
Fiat,Duna,26/1/2016,1
Fiat,Spazio,25/3/2019,4
Fiat,Fitito,29/3/2016,6
Ford,Mondeo,10/6/2019,3
Ford,Ka,21/7/2015,7
Ford,Fiesta,26/2/2018,2
Chevrolet,Meriva,15/12/2017,3
Chevrolet,Corsa,4/7/2017,4
Chevrolet,Corvette,23/4/2019,1
Volkswagen,Gol,19/10/2015,4
Ferrari,Testarosa,27/2/2018,5
Fiat,Duna,24/8/2019,2
Fiat,Spazio,11/1/2018,7
Fiat,Fitito,27/8/2017,1
Ford,Mondeo,18/1/2016,5
Ford,Ka,16/1/2016,4
Ford,Fiesta,24/1/2015,2
Chevrolet,Meriva,24/3/2018,5
Chevrolet,Corsa,20/11/2017,7
Chevrolet,Corvette,3/12/2018,4
Volkswagen,Gol,6/3/2019,4
Ferrari,Testarosa,23/10/2015,6
Fiat,Duna,6/11/2019,7
Fiat,Spazio,4/10/2015,4
Fiat,Fitito,16/8/2017,1
Ford,Mondeo,11/2/2015,4
Ford,Ka,24/4/2019,2
Ford,Fiesta,4/8/2019,6
Chevrolet,Meriva,28/4/2018,3
Chevrolet,Corsa,2/10/2017,3
Chevrolet,Corvette,29/6/2015,6
Volkswagen,Gol,18/3/2017,3
Ferrari,Testarosa,13/10/2015,7
Fiat,Duna,18/6/2017,5
Fiat,Spazio,12/8/2017,7
Fiat,Fitito,20/12/2016,3
Ford,Mondeo,21/3/2017,2
Ford,Ka,8/4/2017,4
Ford,Fiesta,26/12/2017,6
Chevrolet,Meriva,1/11/2018,1
Chevrolet,Corsa,10/2/2015,4
Chevrolet,Corvette,9/2/2018,2
Volkswagen,Gol,17/3/2018,5
Ferrari,Testarosa,23/3/2015,2
Fiat,Duna,21/1/2019,1
Fiat,Spazio,13/4/2017,6
Fiat,Fitito,19/6/2015,6
Ford,Mondeo,7/6/2017,2
Ford,Ka,25/6/2015,1
Ford,Fiesta,12/10/2019,4
Chevrolet,Meriva,22/7/2016,6
Chevrolet,Corsa,25/10/2015,2
Chevrolet,Corvette,24/2/2016,1
Volkswagen,Gol,9/8/2018,4
Ferrari,Testarosa,4/12/2015,4
Fiat,Duna,31/8/2015,3
Fiat,Spazio,1/4/2017,3
Fiat,Fitito,8/5/2017,3
Ford,Mondeo,25/1/2018,7
Ford,Ka,25/8/2016,2
Ford,Fiesta,30/5/2017,4
Chevrolet,Meriva,8/3/2016,7
Chevrolet,Corsa,30/5/2019,2
Chevrolet,Corvette,25/6/2016,6
Volkswagen,Gol,26/10/2016,6
Ferrari,Testarosa,18/9/2019,5
Fiat,Duna,28/4/2017,7
Fiat,Spazio,11/6/2016,5
Fiat,Fitito,14/4/2016,1
Ford,Mondeo,27/8/2015,5
Ford,Ka,21/3/2016,1
Ford,Fiesta,31/1/2015,3
Chevrolet,Meriva,6/3/2019,3
Chevrolet,Corsa,8/12/2016,2
Chevrolet,Corvette,28/7/2018,1
Volkswagen,Gol,25/7/2019,6
Ferrari,Testarosa,5/11/2018,6
Fiat,Duna,27/6/2019,5
Fiat,Spazio,14/6/2018,3
Fiat,Fitito,8/6/2018,4
Ford,Mondeo,24/5/2017,7
Ford,Ka,26/9/2016,7
Ford,Fiesta,30/3/2015,5
Chevrolet,Meriva,24/9/2019,4
Chevrolet,Corsa,30/1/2019,1
Chevrolet,Corvette,9/2/2019,4
Volkswagen,Gol,9/6/2016,4
Ferrari,Testarosa,15/8/2016,3
Fiat,Duna,22/8/2016,1
Fiat,Spazio,14/1/2019,1
Fiat,Fitito,3/8/2019,6
Ford,Mondeo,17/6/2019,6
Ford,Ka,16/6/2019,1
Ford,Fiesta,11/11/2016,7
Chevrolet,Meriva,5/8/2015,1
Chevrolet,Corsa,4/4/2017,2
Chevrolet,Corvette,15/12/2018,7
Volkswagen,Gol,7/5/2015,2
Ferrari,Testarosa,14/2/2017,1
Fiat,Duna,7/2/2017,2
Fiat,Spazio,8/1/2016,4
Fiat,Fitito,3/4/2016,5
Ford,Mondeo,2/8/2019,1
Ford,Ka,19/4/2017,1
Ford,Fiesta,24/1/2017,2
Chevrolet,Meriva,25/1/2017,1
Chevrolet,Corsa,6/7/2015,3
Chevrolet,Corvette,17/4/2016,3
Volkswagen,Gol,21/10/2016,7
Ferrari,Testarosa,1/12/2017,7
Fiat,Duna,23/8/2018,7
Fiat,Spazio,17/6/2015,1
Fiat,Fitito,26/10/2017,4
Ford,Mondeo,2/1/2015,1
Ford,Ka,4/4/2015,4
Ford,Fiesta,28/7/2016,1
Chevrolet,Meriva,12/7/2016,2
Chevrolet,Corsa,17/4/2019,5
Chevrolet,Corvette,30/4/2015,7
Volkswagen,Gol,23/7/2015,3
Ferrari,Testarosa,17/11/2017,6
Fiat,Duna,29/9/2019,5
Fiat,Spazio,3/10/2017,7
Fiat,Fitito,12/2/2016,2
Ford,Mondeo,21/2/2015,1
Ford,Ka,4/8/2018,7
Ford,Fiesta,30/12/2019,7
Chevrolet,Meriva,10/12/2017,3
Chevrolet,Corsa,7/10/2017,4
Chevrolet,Corvette,25/8/2018,5
Volkswagen,Gol,23/2/2015,4
Ferrari,Testarosa,15/7/2018,2
Fiat,Duna,1/4/2018,5
Fiat,Spazio,16/5/2019,7
Fiat,Fitito,2/7/2019,3
Ford,Mondeo,28/5/2019,5
Ford,Ka,30/7/2017,2
Ford,Fiesta,7/11/2018,4
Chevrolet,Meriva,5/5/2017,7
Chevrolet,Corsa,14/1/2018,5
Chevrolet,Corvette,18/11/2019,3
Volkswagen,Gol,3/4/2016,3
Ferrari,Testarosa,13/8/2016,3
Fiat,Duna,9/11/2015,4
Fiat,Spazio,16/1/2018,5
Fiat,Fitito,29/8/2015,3
Ford,Mondeo,8/3/2015,7
Ford,Ka,31/10/2017,2
Ford,Fiesta,15/12/2016,5
Chevrolet,Meriva,29/8/2017,7
Chevrolet,Corsa,20/3/2018,2
Chevrolet,Corvette,5/3/2017,6
Volkswagen,Gol,16/8/2019,4
Ferrari,Testarosa,29/11/2016,2
Fiat,Duna,8/12/2015,3
Fiat,Spazio,15/11/2019,5
Fiat,Fitito,16/8/2016,6
Ford,Mondeo,22/5/2016,4
Ford,Ka,13/4/2017,3
Ford,Fiesta,8/3/2015,7
Chevrolet,Meriva,30/11/2018,7
Chevrolet,Corsa,1/12/2018,5
Chevrolet,Corvette,22/1/2017,4
Volkswagen,Gol,28/2/2016,1
Ferrari,Testarosa,21/6/2018,7
Fiat,Duna,8/7/2019,2
Fiat,Spazio,25/7/2015,7
Fiat,Fitito,5/9/2018,7
Ford,Mondeo,9/12/2019,1
Ford,Ka,3/7/2017,4
Ford,Fiesta,20/10/2016,6
Chevrolet,Meriva,17/10/2018,5
Chevrolet,Corsa,22/7/2017,4
Chevrolet,Corvette,30/10/2017,5
Volkswagen,Gol,21/5/2015,5
Ferrari,Testarosa,4/12/2017,5
Fiat,Duna,12/9/2015,4
Fiat,Spazio,22/6/2015,7
Fiat,Fitito,29/5/2016,1
Ford,Mondeo,8/2/2017,7
Ford,Ka,1/9/2019,4
Ford,Fiesta,5/10/2018,2
Chevrolet,Meriva,25/8/2016,2
Chevrolet,Corsa,23/7/2015,6
Chevrolet,Corvette,26/4/2017,7
Volkswagen,Gol,14/7/2018,2
Ferrari,Testarosa,19/11/2019,3
Fiat,Duna,15/5/2017,6
Fiat,Spazio,24/4/2015,7
Fiat,Fitito,19/9/2017,6
Ford,Mondeo,2/7/2018,5
Ford,Ka,5/10/2018,4
Ford,Fiesta,8/9/2017,2
Chevrolet,Meriva,6/4/2019,1
Chevrolet,Corsa,16/7/2018,4
Chevrolet,Corvette,22/11/2019,7
Volkswagen,Gol,20/3/2017,7
Ferrari,Testarosa,24/5/2016,1
Fiat,Duna,4/10/2018,7
Fiat,Spazio,26/9/2019,3
Fiat,Fitito,3/7/2017,1
Ford,Mondeo,6/4/2015,4
Ford,Ka,31/7/2018,6
Ford,Fiesta,25/6/2016,4
Chevrolet,Meriva,18/7/2016,4
Chevrolet,Corsa,11/2/2015,6
Chevrolet,Corvette,12/6/2019,3
Volkswagen,Gol,14/3/2017,2
Ferrari,Testarosa,21/8/2019,3
Fiat,Duna,8/12/2017,3
Fiat,Spazio,5/9/2015,2
Fiat,Fitito,4/3/2017,1
Ford,Mondeo,3/12/2017,5
Ford,Ka,17/1/2015,2
Ford,Fiesta,1/12/2015,7
Chevrolet,Meriva,24/3/2015,2
Chevrolet,Corsa,1/10/2015,1
Chevrolet,Corvette,28/7/2015,7
Volkswagen,Gol,23/2/2018,2
Ferrari,Testarosa,28/3/2017,7
Fiat,Duna,28/4/2018,2
Fiat,Spazio,31/1/2017,5
Fiat,Fitito,28/7/2019,7
Ford,Mondeo,13/7/2016,7
Ford,Ka,14/12/2018,7
Ford,Fiesta,7/10/2019,5
Chevrolet,Meriva,22/3/2017,2
Chevrolet,Corsa,19/7/2018,7
Chevrolet,Corvette,18/6/2016,3
Volkswagen,Gol,13/5/2017,6
Ferrari,Testarosa,19/2/2017,2
Fiat,Duna,18/1/2016,6
Fiat,Spazio,24/6/2015,1
Fiat,Fitito,16/8/2019,7
Ford,Mondeo,17/8/2017,5
Ford,Ka,29/6/2019,5
Ford,Fiesta,6/11/2015,7
Chevrolet,Meriva,31/12/2016,5
Chevrolet,Corsa,31/1/2019,6
Chevrolet,Corvette,22/12/2019,7
Volkswagen,Gol,30/1/2015,6
Ferrari,Testarosa,26/10/2017,6
Fiat,Duna,21/7/2019,4
Fiat,Spazio,24/12/2016,1
Fiat,Fitito,21/4/2017,4
Ford,Mondeo,31/8/2019,5
Ford,Ka,8/8/2015,3
Ford,Fiesta,15/1/2018,7
Chevrolet,Meriva,2/8/2016,1
Chevrolet,Corsa,28/10/2015,1
Chevrolet,Corvette,25/5/2018,7
Volkswagen,Gol,28/2/2018,7
Ferrari,Testarosa,22/4/2015,1
Fiat,Duna,13/11/2017,7
Fiat,Spazio,20/9/2015,6
Fiat,Fitito,30/10/2018,6
Ford,Mondeo,18/5/2017,7
Ford,Ka,28/4/2018,2
Ford,Fiesta,26/12/2015,6
Chevrolet,Meriva,29/9/2016,4
Chevrolet,Corsa,9/3/2015,6
Chevrolet,Corvette,28/10/2016,3
Volkswagen,Gol,30/12/2015,4
Ferrari,Testarosa,20/6/2016,1
Fiat,Duna,31/8/2019,7
Fiat,Spazio,31/5/2019,2
Fiat,Fitito,15/5/2017,1
Ford,Mondeo,15/4/2016,7
Ford,Ka,11/9/2017,4
Ford,Fiesta,9/10/2015,2
Chevrolet,Meriva,31/12/2019,5
Chevrolet,Corsa,16/11/2017,3
Chevrolet,Corvette,18/3/2017,1
Volkswagen,Gol,26/10/2015,3
Ferrari,Testarosa,29/4/2019,5
Fiat,Duna,12/5/2016,2
Fiat,Spazio,10/7/2019,6
Fiat,Fitito,6/8/2016,2
Ford,Mondeo,11/10/2019,4
Ford,Ka,29/12/2018,7
Ford,Fiesta,21/2/2015,2
Chevrolet,Meriva,12/10/2015,6
Chevrolet,Corsa,24/1/2017,6
Chevrolet,Corvette,1/3/2015,7
Volkswagen,Gol,24/12/2015,2
Ferrari,Testarosa,8/3/2017,5
Fiat,Duna,25/3/2018,5
Fiat,Spazio,11/9/2019,2
Fiat,Fitito,25/5/2017,2
Ford,Mondeo,4/10/2016,3
Ford,Ka,21/12/2016,3
Ford,Fiesta,4/9/2019,1
Chevrolet,Meriva,12/10/2015,7
Chevrolet,Corsa,21/3/2015,6
Chevrolet,Corvette,2/6/2016,2
Volkswagen,Gol,3/4/2016,6
Ferrari,Testarosa,8/9/2017,2
Fiat,Duna,11/5/2016,6
Fiat,Spazio,11/1/2015,1
Fiat,Fitito,24/11/2017,7
Ford,Mondeo,7/4/2018,6
Ford,Ka,14/7/2016,5
Ford,Fiesta,1/6/2019,3
Chevrolet,Meriva,26/12/2019,4
Chevrolet,Corsa,30/1/2016,3
Chevrolet,Corvette,8/2/2015,4
Volkswagen,Gol,11/10/2017,1
Ferrari,Testarosa,12/7/2016,5
Fiat,Duna,9/10/2016,2
Fiat,Spazio,4/2/2017,1
Fiat,Fitito,21/7/2015,1
Ford,Mondeo,3/10/2018,6
Ford,Ka,28/3/2018,3
Ford,Fiesta,16/5/2019,2
Chevrolet,Meriva,13/7/2019,6
Chevrolet,Corsa,6/9/2019,6
Chevrolet,Corvette,9/9/2018,7
Volkswagen,Gol,20/4/2015,7
Ferrari,Testarosa,25/8/2018,3
Fiat,Duna,23/5/2017,2
Fiat,Spazio,24/11/2015,4
Fiat,Fitito,10/1/2015,3
Ford,Mondeo,13/7/2019,2
Ford,Ka,13/8/2016,5
Ford,Fiesta,16/8/2018,5
Chevrolet,Meriva,7/10/2016,3
Chevrolet,Corsa,16/11/2015,2
Chevrolet,Corvette,19/9/2019,2
Volkswagen,Gol,26/8/2016,5
Ferrari,Testarosa,11/11/2019,1
Fiat,Duna,18/9/2016,2
Fiat,Spazio,28/3/2016,4
Fiat,Fitito,11/5/2017,5
Ford,Mondeo,9/8/2017,7
Ford,Ka,14/7/2018,1
Ford,Fiesta,4/9/2017,2
Chevrolet,Meriva,3/1/2017,4
Chevrolet,Corsa,24/10/2019,2
Chevrolet,Corvette,24/3/2016,4
Volkswagen,Gol,26/6/2016,2
Ferrari,Testarosa,26/6/2016,1
Fiat,Duna,7/9/2019,4
Fiat,Spazio,19/9/2015,6
Fiat,Fitito,29/9/2015,2
Ford,Mondeo,14/11/2015,6
Ford,Ka,8/8/2018,4
Ford,Fiesta,27/5/2017,5
Chevrolet,Meriva,14/10/2015,6
Chevrolet,Corsa,21/7/2018,7
Chevrolet,Corvette,10/11/2017,4
Volkswagen,Gol,9/5/2019,7
Ferrari,Testarosa,10/4/2016,1
Fiat,Duna,13/12/2019,3
Fiat,Spazio,30/9/2016,2
Fiat,Fitito,6/8/2017,7
Ford,Mondeo,15/6/2017,7
Ford,Ka,20/7/2019,1
Ford,Fiesta,7/7/2019,7
Chevrolet,Meriva,20/10/2018,4
Chevrolet,Corsa,11/5/2019,7
Chevrolet,Corvette,17/4/2018,6
Volkswagen,Gol,29/5/2019,5
Ferrari,Testarosa,20/9/2018,4
Fiat,Duna,20/12/2018,6
Fiat,Spazio,27/3/2017,2
Fiat,Fitito,23/9/2017,2
Ford,Mondeo,30/3/2018,1
Ford,Ka,19/9/2016,7
Ford,Fiesta,9/8/2017,1
Chevrolet,Meriva,14/8/2016,1
Chevrolet,Corsa,23/1/2018,5
Chevrolet,Corvette,2/1/2019,1
Volkswagen,Gol,4/3/2019,2
Ferrari,Testarosa,4/1/2016,5
Fiat,Duna,8/1/2019,4
Fiat,Spazio,5/5/2017,2
Fiat,Fitito,7/1/2017,1
Ford,Mondeo,21/6/2017,4
Ford,Ka,20/4/2018,1
Ford,Fiesta,22/10/2016,7
Chevrolet,Meriva,2/8/2019,5
Chevrolet,Corsa,7/5/2017,1
Chevrolet,Corvette,16/7/2018,3
Volkswagen,Gol,25/1/2019,4
Ferrari,Testarosa,17/8/2015,7
Fiat,Duna,12/4/2019,6
Fiat,Spazio,29/7/2015,6
Fiat,Fitito,20/10/2016,1
Ford,Mondeo,22/6/2017,7
Ford,Ka,18/9/2016,5
Ford,Fiesta,29/4/2017,7
Chevrolet,Meriva,11/1/2016,1
Chevrolet,Corsa,28/11/2016,3
Chevrolet,Corvette,9/10/2017,1
Volkswagen,Gol,24/8/2019,7
Ferrari,Testarosa,22/4/2019,6
Fiat,Duna,14/3/2019,4
Fiat,Spazio,18/1/2017,1
Fiat,Fitito,5/6/2016,6
Ford,Mondeo,15/6/2016,2
Ford,Ka,4/5/2016,7
Ford,Fiesta,4/2/2015,3
Chevrolet,Meriva,25/3/2017,1
Chevrolet,Corsa,2/7/2019,5
Chevrolet,Corvette,26/8/2015,3
Volkswagen,Gol,27/9/2017,5
Ferrari,Testarosa,2/12/2015,3
Fiat,Duna,7/2/2015,4
Fiat,Spazio,19/2/2018,2
Fiat,Fitito,24/3/2015,6
Ford,Mondeo,27/11/2016,4
Ford,Ka,9/11/2017,4
Ford,Fiesta,10/6/2017,5
Chevrolet,Meriva,4/7/2018,1
Chevrolet,Corsa,20/12/2018,7
Chevrolet,Corvette,21/8/2015,4
Volkswagen,Gol,27/5/2015,1
Ferrari,Testarosa,3/6/2018,7
Fiat,Duna,22/1/2019,3
Fiat,Spazio,11/11/2019,6
Fiat,Fitito,8/12/2019,3
Ford,Mondeo,5/5/2015,3
Ford,Ka,26/3/2019,2
Ford,Fiesta,22/5/2017,1
Chevrolet,Meriva,12/3/2015,6
Chevrolet,Corsa,5/7/2017,3
Chevrolet,Corvette,31/8/2015,2
Volkswagen,Gol,13/9/2018,7
Ferrari,Testarosa,4/5/2015,4
Fiat,Duna,5/6/2016,2
Fiat,Spazio,2/11/2016,5
Fiat,Fitito,7/5/2015,7
Ford,Mondeo,24/1/2019,7
Ford,Ka,4/2/2016,2
Ford,Fiesta,15/9/2019,2
Chevrolet,Meriva,12/7/2019,3
Chevrolet,Corsa,24/5/2019,1
Chevrolet,Corvette,10/6/2016,7
Volkswagen,Gol,29/7/2019,1
Ferrari,Testarosa,9/6/2015,5
Fiat,Duna,22/12/2018,7
Fiat,Spazio,15/9/2018,5
Fiat,Fitito,26/10/2015,4
Ford,Mondeo,21/7/2018,5
Ford,Ka,3/4/2016,5
Ford,Fiesta,9/9/2019,7
Chevrolet,Meriva,27/11/2018,6
Chevrolet,Corsa,23/9/2017,5
Chevrolet,Corvette,19/10/2018,6
Volkswagen,Gol,7/1/2018,7
Ferrari,Testarosa,30/1/2015,7
Fiat,Duna,21/12/2019,6
Fiat,Spazio,8/10/2016,3
Fiat,Fitito,21/6/2018,2
Ford,Mondeo,8/2/2016,3
Ford,Ka,19/2/2018,1
Ford,Fiesta,24/6/2015,2
Chevrolet,Meriva,22/5/2019,2
Chevrolet,Corsa,3/4/2018,3
Chevrolet,Corvette,30/11/2019,5
Volkswagen,Gol,13/7/2018,4
Ferrari,Testarosa,26/4/2019,5
Fiat,Duna,19/9/2019,7
Fiat,Spazio,27/9/2017,1
Fiat,Fitito,28/9/2016,7
Ford,Mondeo,30/10/2018,6
Ford,Ka,8/3/2019,7
Ford,Fiesta,17/9/2016,7
Chevrolet,Meriva,2/6/2015,6
Chevrolet,Corsa,24/8/2017,6
Chevrolet,Corvette,23/9/2017,1
Volkswagen,Gol,16/9/2017,4
Ferrari,Testarosa,17/12/2016,6
Fiat,Duna,17/4/2015,3
Fiat,Spazio,15/8/2016,4
Fiat,Fitito,20/3/2019,3
Ford,Mondeo,19/12/2019,5
Ford,Ka,18/4/2019,3
Ford,Fiesta,12/9/2018,5
Chevrolet,Meriva,4/3/2018,7
Chevrolet,Corsa,10/3/2017,7
Chevrolet,Corvette,12/6/2015,7
Volkswagen,Gol,9/1/2019,6
Ferrari,Testarosa,25/7/2015,1
Fiat,Duna,22/1/2017,4
Fiat,Spazio,3/6/2015,5
Fiat,Fitito,21/7/2018,2
Ford,Mondeo,4/3/2017,4
Ford,Ka,17/5/2015,5
Ford,Fiesta,23/7/2019,7
Chevrolet,Meriva,16/8/2016,3
Chevrolet,Corsa,5/9/2018,5
Chevrolet,Corvette,14/7/2018,1
Volkswagen,Gol,1/9/2018,7
Ferrari,Testarosa,15/11/2018,3
Fiat,Duna,16/6/2017,7
Fiat,Spazio,7/9/2016,7
Fiat,Fitito,19/2/2015,5
Ford,Mondeo,20/5/2016,5
Ford,Ka,22/10/2018,2
Ford,Fiesta,7/8/2016,3
Chevrolet,Meriva,20/1/2016,3
Chevrolet,Corsa,26/6/2015,4
Chevrolet,Corvette,31/8/2015,4
Volkswagen,Gol,6/11/2018,5
Ferrari,Testarosa,19/2/2018,6
Fiat,Duna,22/5/2019,4
Fiat,Spazio,13/11/2015,6
